"","run_id","date","time","model","albert einstein","brian greene","david j wineland","edward witten","frank wilczek","leon lederman","leon m lederman","lisa randall","marie curie","murray gell mann","neil degrasse tyson","niels bohr","richard feynman","richard p feynman","sean carroll","sheldon glashow","stephen hawking","steven weinberg","vera rubin"
"74","g2_top5_1213_16","2024-12-13","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"75","g2_top5_1213_16","2024-12-13","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"76","g2_top5_1214_00","2024-12-14","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"77","g2_top5_1214_00","2024-12-14","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"78","g2_top5_1214_00","2024-12-14","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"79","g2_top5_1214_00","2024-12-14","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"80","g2_top5_1214_00","2024-12-14","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"81","g2_top5_1214_08","2024-12-14","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"82","g2_top5_1214_08","2024-12-14","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"83","g2_top5_1214_08","2024-12-14","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"84","g2_top5_1214_08","2024-12-14","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"85","g2_top5_1214_08","2024-12-14","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"86","g2_top5_1214_16","2024-12-14","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"87","g2_top5_1214_16","2024-12-14","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"88","g2_top5_1214_16","2024-12-14","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"89","g2_top5_1214_16","2024-12-14","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"90","g2_top5_1214_16","2024-12-14","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"91","g2_top5_1215_00","2024-12-15","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"92","g2_top5_1215_00","2024-12-15","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"93","g2_top5_1215_00","2024-12-15","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"94","g2_top5_1215_00","2024-12-15","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"95","g2_top5_1215_00","2024-12-15","00:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"96","g2_top5_1215_08","2024-12-15","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"97","g2_top5_1215_08","2024-12-15","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"98","g2_top5_1215_08","2024-12-15","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"99","g2_top5_1215_08","2024-12-15","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"100","g2_top5_1215_08","2024-12-15","08:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"101","g2_top5_1215_16","2024-12-15","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"102","g2_top5_1215_16","2024-12-15","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"103","g2_top5_1215_16","2024-12-15","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"104","g2_top5_1215_16","2024-12-15","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"105","g2_top5_1215_16","2024-12-15","16:00","gemma2-9b",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"106","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"107","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"108","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"109","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"110","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"111","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"112","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"113","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"114","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"115","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"116","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"117","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"118","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"119","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"120","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"121","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"122","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"123","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"124","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"125","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"126","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"127","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"128","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"129","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"130","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"131","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"132","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"133","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"134","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"135","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"136","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"137","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"138","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"139","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"140","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"141","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"142","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"143","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"144","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"145","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"146","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"147","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"148","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"149","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"150","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"151","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"152","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"153","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"154","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"155","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"156","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"157","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"158","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"159","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"160","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"161","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"162","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"163","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"164","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"165","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"166","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"167","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"168","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"169","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"170","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"171","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"172","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"173","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"174","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"175","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"176","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"177","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"178","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"179","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"180","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"181","l31_8_top5_1209_00","2024-12-09","00:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"182","l31_8_top5_1209_00","2024-12-09","00:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"183","l31_8_top5_1209_00","2024-12-09","00:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"184","l31_8_top5_1209_00","2024-12-09","00:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"185","l31_8_top5_1209_00","2024-12-09","00:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"186","l31_8_top5_1209_08","2024-12-09","08:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"187","l31_8_top5_1209_08","2024-12-09","08:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"188","l31_8_top5_1209_08","2024-12-09","08:00","llama-3.1-8b",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
