"","id_author_oa","longest_name","works_count","aps_years_of_activity","two_year_mean_citedness","h_index","aps_h_index","ethnicity","gender"
"138",5040528149,"Francesco Sciortino",587,"[1990.0, 2019.0]",5.34615384615385,92,22,"White","Male"
"139",5060980314,"Sankar Das Sarma",1535,"[1978.0, 2020.0]",4.90816326530612,125,22,"Asian","Male"
"140",5049801219,"Ferenc. Krausz",843,"[1989.0, 2018.0]",3.11428571428571,95,22,"White","Unknown"
"141",5037701220,"D. S. Chemla",764,"[1971.0, 2009.0]",2,97,22,"Asian","Unknown"
"142",5089334540,"Atsushi Fujimori",1142,"[1980.0, 2020.0]",1.66666666666667,89,22,"Asian","Male"
"143",5071443193,"Gene Frederick Dresselhaus",678,"[1953.0, 2011.0]",0,115,22,"White","Male"
"144",5015746014,"Richard Errett Smalley",472,"[1990.0, 2006.0]",0,143,22,"White","Male"
"145",5108389294,"Moungi Gabriel Bawendi",721,"[1990.0, 2013.0]",27.3870967741935,159,21,"Black or African American","Unknown"
"146",5087699743,"Antoine Heidmann",455,"[1985.0, 2020.0]",18.7285714285714,104,21,"Hispanic or Latino","Male"
"147",5066567020,"Ulf‐Gerrit Meißner",1202,"[1984.0, 2020.0]",12.8518518518519,97,21,"White","Unknown"
"148",5042449260,"and Jian‐Wei Pan",855,"[1997.0, 2020.0]",11.7037037037037,115,21,"Asian","Unknown"
"149",5089996499,"CEES DEKKERA",662,"[1985.0, 2020.0]",8.875,116,21,"White","Unknown"
"150",5033229285,"Michael Felix Crommie",456,"[1987.0, 2019.0]",8.53061224489796,90,21,"Asian","Male"
"151",5052011846,"J. Rodney Ellis",1070,"[1972.0, 2020.0]",6.53846153846154,96,21,"White","Unknown"
"152",5091601455,"Max Erik Tegmark",513,"[1994.0, 2019.0]",6.45454545454545,108,21,"Asian","Male"
"153",5102970927,"Yoshinori Tokura",1570,"[1984.0, 2020.0]",4.07746478873239,129,21,"Asian","Male"
"154",5022041722,"Marlan Orvil Scully",1328,"[1966.0, 2020.0]",2.97297297297297,98,21,"Black or African American","Male"
"155",5027139918,"Theodor Wolfgang Hänsch",616,"[1971.0, 2017.0]",2.33333333333333,89,21,"White","Male"
"156",5044137053,"David A. B. Miller David A. B. Miller",963,"[1981.0, 2019.0]",2.275,96,21,"White","Male"
"157",5042081526,"Yasuhiro Tokura Yasuhiro Tokura",1148,"[1984.0, 2020.0]",1.75,132,21,"Asian","Male"
"158",5075475814,"Keith A. Olive",841,"[1977.0, 2020.0]",31.9591836734694,100,20,"White","Male"
"159",5088016695,"John Bannister Goodenough",1457,"[1953.0, 2018.0]",21.5714285714286,176,20,"White","Male"
"160",5061419535,"Gerrit Ernst Wilhelm Bauer",1096,"[1972.0, 2020.0]",9.55555555555556,100,20,"White","Male"
"161",5036939761,"Herbert B. Levine",855,"[1979.0, 2020.0]",4.25,89,20,"White","Male"
"162",5067782441,"Jelena Vučković, Jelena S. Vuckovic, Jelena S. Vučković, ",808,"[2001.0, 2020.0]",3.88095238095238,92,20,"White","Female"
"163",5024419745,"Masashi Kawasaki Masashi Kawasaki",1219,"[1989.0, 2020.0]",3.10294117647059,110,20,"Asian","Male"
"164",5016282067,"Sabino Matarrese",820,"[1985.0, 2020.0]",21.7058823529412,146,19,"White","Male"
"165",5005380504,"Joseph I. Silk",1627,"[1969.0, 2020.0]",19.4492753623188,101,19,"White","Male"
"166",5072685837,"Fabio Finelli",631,"[1998.0, 2020.0]",19,133,19,"White","Male"
"167",5090550690,"Patrick V. Brady",477,"[1991.0, 2020.0]",17.703125,116,19,"White","Male"
"168",5082463020,"Antonio Walter Riotto",465,"[1994.0, 2020.0]",13.1794871794872,88,19,"Asian","Male"
"169",5100738747,"Shanhui Fan",1392,"[1996.0, 2020.0]",8.13,152,19,"Asian","Unknown"
"170",5025341678,"J org Wrachtrup",618,"[1993.0, 2020.0]",7.18840579710145,101,19,"White","Unknown"
"171",5067145443,"Matthias Scheffler",1006,"[1978.0, 2020.0]",6.47368421052632,129,19,"White","Male"
"172",5100740683,"William T. Ford",3223,"[1964.0, 1982.0]",5.99024390243902,149,19,"Black or African American","Male"
"173",5045300829,"David George Mandrus",1089,"[1990.0, 2020.0]",5.03603603603604,97,19,"Asian","Male"
"174",5077906043,"Sokrates Theodore Pantelides",997,"[1974.0, 2020.0]",4.53061224489796,101,19,"Unknown","Unknown"
"175",5004749083,"Maeno Yoshiteru",887,"[1984.0, 2020.0]",4.5,88,19,"Asian","Unknown"
"176",5052777339,"Giorgio Parisi",1050,"[1975.0, 2020.0]",2.38095238095238,104,19,"Hispanic or Latino","Male"
"177",5108238128,"Alan Graham Macdiarmid",596,"[1975.0, 2001.0]",0,113,19,"White","Male"
"178",5016781401,"Alessandro Melchiorri",655,"[1999.0, 2020.0]",46.1818181818182,128,18,"White","Male"
"179",5068564092,"Daniel Soleyman Rokhsar",309,"[1986.0, 1998.0]",12.5238095238095,113,18,"White","Male"
"180",5000518454,"Frank Ohme",234,"[2008.0, 2020.0]",11.9142857142857,90,18,"Asian","Male"
"181",5000793722,"Mildred Spiewak Dresselhaus",1424,"[1960.0, 2019.0]",11,166,18,"White","Female"
"182",5006221152,"Martin Kunz",777,"[1997.0, 2020.0]",10.0857142857143,126,18,"White","Male"
"183",5016682273,"Leo Karl",1059,"[1988.0, 2018.0]",8.09523809523809,111,18,"White","Male"
"184",5021421082,"Joshua A. Frieman",652,"[1984.0, 2010.0]",7.475,90,18,"White","Male"
"185",5014983956,"Gerbrand Ceder",1080,"[1989.0, 2019.0]",7.16,161,18,"White","Male"
"186",5080597344,"Frank Jülicher",525,"[1993.0, 2020.0]",6.02597402597403,100,18,"White","Male"
"187",5056468812,"Robert John Wilson",2021,"[1949.0, 2015.0]",5.08,142,18,"Asian","Male"
"188",5074854811,"Ian. A. Walmsley",778,"[1983.0, 2020.0]",3.56666666666667,104,18,"White","Unknown"
"189",5006432646,"Ashoke Sen",410,"[1981.0, 2020.0]",3.21052631578947,88,18,"Asian","Unknown"
"190",5082853262,"Margaret Mary Murnane",959,"[1989.0, 2020.0]",2.80952380952381,95,18,"White","Female"
"191",5023764298,"Henry Cornelius Kapteyn",1076,"[1986.0, 2020.0]",2.72307692307692,99,18,"White","Male"
"192",5017235604,"Daniel K. Podolsky",498,"[2003.0, 2018.0]",2.52380952380952,96,18,"White","Male"
"193",5044102686,"Robert John Hamers",556,"[1985.0, 2008.0]",2,94,18,"White","Male"
"194",5079173175,"Nicola A. Spaldin",452,"[2003.0, 2020.0]",1.92537313432836,90,18,"White","Female"
"195",5051790406,"Joel Louis Lebowitz",831,"[1954.0, 2017.0]",1.0625,104,18,"White","Male"
"196",5077602510,"Fisk Zachary",1612,"[1975.0, 2020.0]",0.85,106,18,"White","Unknown"
"197",5108745442,"Karsten Danzmann",813,"[1985.0, 2020.0]",25.025641025641,117,17,"White","Male"
"198",5058224422,"Pablo. Jarillo‐Herrero",432,"[2005.0, 2020.0]",19.75,91,17,"Hispanic or Latino","Unknown"
"199",5019925513,"Bernard. F. Whiting",436,"[1986.0, 2020.0]",19.2075471698113,110,17,"Black or African American","Unknown"
"200",5038143809,"Bruce Allen",555,"[1984.0, 2020.0]",16.4318181818182,117,17,"Unknown","Male"
"201",5005824396,"Arunava Mukherjee",323,"[2005.0, 2020.0]",16.3272727272727,94,17,"Asian","Unknown"
"202",5090952154,"Jolien D. E. Creighton",462,"[1994.0, 2020.0]",15.9420289855072,117,17,"White","Female"
"203",5047925911,"David Hopkins Shoemaker",474,"[1988.0, 2019.0]",15.6578947368421,108,17,"White","Male"
"204",5070486479,"Martin Zdenek Bazant",716,"[1995.0, 2020.0]",13.3707865168539,93,17,"White","Male"
"205",5100367752,"王海龙 WANG Hailong",1375,"[1999.0, 2020.0]",9.83464566929134,101,17,"Asian","Unknown"
"206",5072940644,"Joergen K. Kjems",733,"[1973.0, 1992.0]",9.5,93,17,"White","Unknown"
"207",5023574266,"Yuri S. S. Kivshar",2149,"[1988.0, 2020.0]",9.27397260273972,147,17,"Hispanic or Latino","Male"
"208",5007886751,"Alex Zunger",1112,"[1975.0, 2020.0]",7.7037037037037,144,17,"White","Male"
"209",5005174623,"Efthimios Kaxiras",956,"[1985.0, 2020.0]",5.98550724637681,102,17,"White","Male"
"210",5073844026,"Jeremy John Baumberg",839,"[1993.0, 2020.0]",5.6625,100,17,"Asian","Male"
"211",5084836278,"Charles. M. Lieber",585,"[1988.0, 2017.0]",5,163,17,"White","Unknown"
"212",5100437036,"Shuang‐Jie Wang",7875,"[2005.0, 2020.0]",4.56379425517702,178,17,"Asian","Unknown"
"213",5037008818,"Klaus Kern",767,"[1986.0, 2020.0]",4.44444444444444,102,17,"White","Male"
"214",5023067075,"Reinhard Lipowsky",554,"[1982.0, 2015.0]",4.125,91,17,"White","Male"
"215",5082913931,"Edward Ott",822,"[1972.0, 2020.0]",3.81818181818182,109,17,"Unknown","Male"
"216",5090303125,"Havlin Shlomo",1024,"[1974.0, 2020.0]",3.15714285714286,125,17,"White","Unknown"
"217",5087693024,"Bernhard Keimer",743,"[1988.0, 2020.0]",2.6375,91,17,"White","Male"
"218",5062172005,"Salvatore Torquato",590,"[1986.0, 2020.0]",2.62857142857143,102,17,"White","Male"
"219",5040143352,"Miles J. Padgett",800,"[1996.0, 2020.0]",2.62068965517241,116,17,"White","Male"
"220",5037753080,"Kurt Binder",1501,"[1972.0, 2019.0]",1.39130434782609,130,17,"White","Male"
"221",5034416892,"Peter Braun‐Munzinger",778,"[1972.0, 2011.0]",1.28301886792453,96,17,"White","Male"
"222",5010727231,"Anthony D. Challinor",332,"[1998.0, 2020.0]",20.95,127,16,"White","Male"
"223",5001804023,"David B. Tanner",1063,"[1968.0, 2020.0]",16.4137931034483,126,16,"Unknown","Male"
"224",5020503583,"Francisco Jose García‐Vidal",407,"[1992.0, 2020.0]",15.4347826086957,92,16,"Hispanic or Latino","Male"
"225",5107387811,"Richard William O'Shaughnessy",609,"[2003.0, 2020.0]",14.1772151898734,117,16,"White","Male"
"226",5064341086,"Juan Martin Maldacena",232,"[1996.0, 2017.0]",13.9,98,16,"Hispanic or Latino","Male"
"227",5064280165,"Geoffrey Mark Lovelace",2231,"[2005.0, 2018.0]",12.9333333333333,103,16,"Asian","Male"
"228",5088976307,"E. H. Thrane",541,"[2009.0, 2020.0]",10.3333333333333,120,16,"White","Unknown"
"229",5003665485,"Boris. I. Yakobson",634,"[1991.0, 2016.0]",8.8448275862069,118,16,"White","Unknown"
"230",5075825851,"J. S. Kong",817,"[1998.0, 2020.0]",8.19047619047619,134,16,"Asian","Unknown"
"231",5007197576,"James Curtis Hone",959,"[1995.0, 2019.0]",7.6,133,16,"White","Male"
"232",5100666747,"Arie Bodek",3184,"[1973.0, 2008.0]",6.20087336244541,169,16,"Unknown","Male"
"233",5037063396,"Hitoshi Murayama",585,"[1990.0, 2020.0]",4.53731343283582,89,16,"Asian","Male"
"234",5019230270,"Richard Alexander Barbieri",962,"[1969.0, 2014.0]",3.55445544554455,156,16,"Unknown","Male"
"235",5021567937,"Fedor Jelezko",598,"[1997.0, 2020.0]",3.46052631578947,98,16,"White","Male"
"236",5085387245,"Manobu Tanaka Manobu Tanaka",1283,"[1974.0, 2019.0]",3.35,102,16,"Asian","Unknown"
"237",5021512784,"Friedhelm Bechstedt",806,"[1988.0, 2019.0]",2.6,90,16,"White","Male"
"238",5026866208,"Arjun Gaurang Yodh",851,"[1988.0, 2019.0]",2.54347826086957,102,16,"Asian","Male"
"239",5016283866,"Gustavo E. Scuseria",762,"[1994.0, 2019.0]",2.33333333333333,123,16,"Hispanic or Latino","Male"
"240",5072768235,"Gary Stephen Grest",831,"[1974.0, 2020.0]",1.85416666666667,96,16,"White","Male"
"241",5084639900,"Hiroshi Eisaki",1406,"[1989.0, 2020.0]",1.78333333333333,103,16,"Asian","Male"
"242",5060165563,"Joe David Thompson",1288,"[1981.0, 2020.0]",1.51111111111111,94,16,"Black or African American","Male"
