"","id","id_author_oa","display_name","orcid.x","alternative_names","longest_name","last_name","first_name","ethnicity","gender","nobel_prize_likelihood","orcid.y","aps_works_count","aps_cited_by_count","aps_h_index","aps_i10_index","aps_e_index","aps_years_of_activity","aps_career_age","aps_citations_per_paper_age","career_age","citations_per_paper_age","cited_by_count","e_index","h_index","i10_index","max_year","min_year","two_year_mean_citedness","works_count","rr1_rank_publications","rr1_rank_publications_percentile","rr2_rank_citations","rr2_rank_citations_percentile","rr3_rank_h_index","rr3_rank_h_index_percentile","rr4_rank_i10_index","rr4_rank_i10_index_percentile","rr5_rank_e_index","rr5_rank_e_index_percentile","rr6_rank_citation_publication_age","rr6_rank_citation_publication_age_percentile","rr7_rank_mean_citedness_2yr","rr7_rank_mean_citedness_2yr_percentile"
"11",5029750311,5029750311,"John R. Thompson","0000-0002-9044-3731","['J. R. Thompson', 'John Thompson', 'J. Thompson', 'John R. Thompson']","John R. Thompson","Thompson","John","Asian","Male",NA,"0000-0002-9044-3731",15,78,8,2,15.6326334925356,"[1991.0, 2020.0]",30,0.173333333333333,14,0.67192118226601,1364,10.4532627479279,20,39,2020,2007,0,145,86789,81.9572068888094,154948,67.787290129976,113709,76.360672914605,103692,78.4431573432679,114618,76.171696340216,438145,8.91204377437569,215401,55.2194124055117
"12",5019661834,5019661834,"Charles Henderson","0000-0003-0334-6739","['Charles R. Henderson', 'Charles Roy Henderson', 'Charles Henderson', 'C. R. Henderson', 'C. Henderson']","Charles Roy Henderson","Henderson","Charles","Black or African American","Male",NA,"0000-0003-0334-6739",31,189,6,6,19.7912001200848,"[2007.0, 2020.0]",14,0.435483870967742,14,3.49416700777732,34145,20.6469256592721,77,319,2020,2007,2.41379310344828,698,6375,98.6748771340424,5669,98.8216510191014,6128,98.7262272043109,5784,98.7977430916484,67419,85.9841334519721,290586,39.5888252268135,109543,77.2267635734659
"13",5011311687,5011311687,"Noah D. Finkelstein","0000-0002-4783-4964","['Noah D. M. Finkelstein', 'N. Finkelstein', 'Noah D. Finkelstein', 'Noah Finkelstein', 'N. D. Finkelstein']","Noah D. M. Finkelstein","Finkelstein","Noah","White","Male",NA,"0000-0002-4783-4964",37,543,16,17,50.7517548848239,"[2005.0, 2020.0]",16,0.91722972972973,16,2.07565789473684,8203,49.7358510662951,41,91,2020,2005,1.5,247,43961,90.8609348623319,34504,92.82699807905,33023,93.1348906056398,44296,90.7912900301864,21305,95.5710044655851,343036,28.6847313580534,146776,69.486208244285
"14",5064151081,5064151081,"Rachel E. Scherr","0000-0002-0962-6582","['Rachel Ellen Scherr', 'Rachel E. Scherr', 'R. Scherr', 'Rachel Scherr', 'R. E. Scherr']","Rachel Ellen Scherr","Scherr","Rachel","White","Female",NA,"0000-0002-0962-6582",24,139,10,6,20.0567349606086,"[2006.0, 2020.0]",15,0.386111111111111,15,0.998039215686274,2036,18.7689451024391,22,42,2020,2006,1.27272727272727,136,92876,80.6917498939735,120560,74.936384123473,100922,79.0190265523521,97886,79.6501958371101,73814,84.6546447905666,410780,14.6010910330719,159389,66.8640283402493
"15",5051959709,5051959709,"Katherine K. Perkins","","['Katherine Perkins', 'Katherine King Perkins', 'Katherine K. Perkins', 'K. K. Perkins', 'K. Perkins']","Katherine King Perkins","Perkins","Katherine","White","Female",NA,"",11,260,10,8,44.6300319235903,"[2005.0, 2015.0]",11,2.14876033057851,11,3.89798750867453,5617,43.6509260274638,37,74,2015,2005,0,131,96639,79.9094409287086,51496,89.2944458766102,41496,91.3733960899104,56800,88.1917706834757,26347,94.522797768039,279189,41.9582047849118,215401,55.2194124055117
"16",5009713570,5009713570,"Paula R. L. Heron","0000-0003-0621-3739","['P. R. Heron', 'Paula R. Heron', 'Paula R. L. Heron', 'P. R. L. Heron', 'P. Heron', 'Paula Heron']","Paula R. L. Heron","Heron","Paula","Black or African American","Female",NA,"0000-0003-0621-3739",7,16,3,0,5.00462393345453,"[2013.0, 2020.0]",8,0.285714285714286,8,1.84821428571429,1863,5.00462393345453,23,37,2020,2013,2.375,126,100565,79.0932450749669,128094,73.3701030327726,95004,80.2493492885832,107935,77.5610587677646,163349,66.0407640557824,355278,26.1396805069312,110685,76.9893474591071
"17",5033756621,5033756621,"Peter S. Shaffer","0000-0003-2968-9465","['Peter Shaffer', 'Peter Scott Shaffer', 'Peter S. Shaffer', 'P. Shaffer', 'P. S. Shaffer']","Peter Scott Shaffer","Shaffer","Peter","White","Male",NA,"0000-0003-2968-9465",8,46,4,2,11.423948236843,"[2015.0, 2020.0]",6,0.958333333333333,6,4.85534591194969,3088,11.7846364185073,24,34,2020,2015,0,106,118306,75.4049795015509,88287,81.645780146857,89462,81.4015034967943,115022,76.0877067515987,106166,77.9288250604975,255041,46.9784537599894,215401,55.2194124055117
"18",5012110065,5012110065,"Stephanie V. Chasteen","0000-0002-7731-2243","['S. V. Chasteen', 'Stephanie V. Chasteen', 'Stephanie Viola Chasteen', 'Stephanie Chasteen', 'S. Chasteen']","Stephanie Viola Chasteen","Chasteen","Stephanie","White","Female",NA,"0000-0002-7731-2243",9,84,6,4,20.7558513708067,"[2010.0, 2020.0]",11,0.848484848484849,11,1.2092803030303,1277,20.005132396096,17,22,2020,2010,0,96,129055,73.1703159172744,160619,66.6083174640134,136158,71.6936375807672,151545,68.4947568875621,69526,85.5460986420297,393147,18.2669039441843,215401,55.2194124055117
"19",5043583890,5043583890,"Robert J. Beichner","0000-0002-9651-4393","['R. J. Beichner', 'Robert Beichner', 'R. Beichner', 'Robert J. Beichner']","Robert J. Beichner","Beichner","Robert","White","Male",NA,"0000-0002-9651-4393",7,128,5,2,20.4745528291872,"[2006.0, 2017.0]",12,1.52380952380952,12,4.3712962962963,4721,20.4745528291872,28,38,2017,2006,0,90,136048,71.7165060331135,61119,87.2938720863513,70464,85.3510931120222,105785,78.0080330636242,67975,85.8685438201126,266198,44.6589690070102,215401,55.2194124055117
"20",5020258144,5020258144,"David R. Sokoloff","0000-0002-1383-5395","['D. Sokoloff', 'David Sokoloff', 'David Richard Sokoloff', 'D. R. Sokoloff', 'David R. Sokoloff']","David Richard Sokoloff","Sokoloff","David","White","Male",NA,"0000-0002-1383-5395",1,3,1,0,0,"[2014.0, 2014.0]",1,3,1,41.2372881355932,2433,0,16,17,2014,2014,1.5,59,182549,62.0491796462458,106309,77.8990960724473,144649,69.9284009546539,173253,63.9817717645298,236550,50.8226405994029,35336,92.6540294213034,146776,69.486208244285
"21",5010861613,5010861613,"Edward F. Redish","0000-0001-9865-8043","['Edward Frederick Redish', 'E. F Redish', 'E. F. Redish', 'Edward Redish', 'Edward F. Redish', 'E. Redish', 'Joe']","Edward Frederick Redish","Redish","Edward","Black or African American","Male",NA,"0000-0001-9865-8043",33,508,15,15,53.8671676667351,"[1970.0, 2019.0]",50,0.307878787878788,50,0.642122448979592,7866,53.9462782224838,42,95,2019,1970,2.375,245,44432,90.7630163072855,36105,92.4941581499006,31263,93.5007858431806,41931,91.2829617556319,18458,96.1628815913117,441039,8.31039558264659,110685,76.9893474591071
"22",5018803610,5018803610,"Michael F. Schatz","0000-0003-2768-8688","['M. F. Schatz', 'Michael F. Schatz', 'Michael Schatz', 'Michael Francis Schatz', 'M. Schatz']","Michael Francis Schatz","Schatz","Michael","Asian","Male",NA,"0000-0003-2768-8688",23,183,9,9,26.1541189868805,"[1991.0, 2020.0]",30,0.265217391304348,30,0.524275362318841,2894,26.1541189868805,27,44,2020,1991,5.83333333333333,184,65614,86.3593839654728,93068,80.6518340498782,74821,84.4452945040872,94190,80.4185758359459,52549,89.0755324191496,451765,6.08051358386069,37315,92.2426051740913
"23",5103500690,5103500690,"Chandralekha Singh","","['Chandralekha Singh', 'C. S. Singh']","Chandralekha Singh","Singh","Chandralekha","Asian","Unknown",NA,"",48,378,12,15,29.5638617402173,"[1989.0, 2020.0]",32,0.24609375,30,0.526974951830443,2735,3.29583686600433,24,67,2018,1989,1.25,173,70886,85.2633614130209,97308,79.7703591594389,89462,81.4015034967943,63257,86.8493925307477,186721,61.1818416172569,451553,6.12458732838266,159832,66.7719308458001
"24",5008636496,5008636496,"Eugenia Etkina","0000-0002-5068-7803","['E. Etkina', 'Eugenia Etkina', 'Э. И. Эткина']","Eugenia Etkina","Etkina","Eugenia","Unknown","Female",NA,"0000-0002-5068-7803",11,127,7,7,24.3912837539774,"[2006.0, 2018.0]",13,0.888111888111888,13,1.45034079844206,2979,22.9117092138843,28,55,2018,2006,2.2,158,78830,83.6118433635751,90943,81.0936109702045,70464,85.3510931120222,77215,83.9475938230231,60662,87.3888801110991,377675,21.4834557142026,116723,75.7340773203163
"25",5022794090,5022794090,"Fred Goldberg","","['Fred M. Goldberg', 'Fred Goldberg']","Fred M. Goldberg","Goldberg","Fred","White","Male",NA,"",3,6,1,0,1.35168362659891,"[2012.0, 2020.0]",9,0.222222222222222,9,2.17003367003367,1289,1.35168362659891,16,21,2020,2012,4.33333333333333,66,170092,64.638927926954,159807,66.7771282213333,144649,69.9284009546539,155535,67.6652557524552,222585,53.7258945722768,338872,29.5504062268717,57217,88.1050784595811
"26",5111367070,5111367070,"Patricia Heller","","['P. Heller', 'Patricia M. Heller', 'Patricia Heller']","Patricia M. Heller","Heller","Patricia","White","Female",NA,"",3,29,3,1,9.27279720503146,"[2007.0, 2010.0]",4,2.41666666666667,4,16.4469696969697,2171,9.61356737643982,0,0,2010,2007,0,33,244139,49.2449252825293,115294,76.0311593057969,419232,12.8439623127905,402209,16.3829592608916,120462,74.9567578355634,110324,77.0643975618072,215401,55.2194124055117
"27",5056607814,5056607814,"John J. Clement","0000-0001-7302-5987","['J Clement', 'John J. Clement', 'John Clement', 'John Jeffrey Clement']","John Jeffrey Clement","Clement","John","Asian","Male",NA,"0000-0001-7302-5987",1,2,1,0,0,"[2010.0, 2010.0]",1,2,1,39.0197368421053,5931,0,34,67,2010,2010,3,152,82395,82.8706976125336,48778,89.8595045445852,49260,89.7592991443041,63257,86.8493925307477,236550,50.8226405994029,38111,92.0771207371126,86713,81.9730069104305
"28",5072073794,5072073794,"Wendy K. Adams","","['W. K. Adams', 'Wendy Adams', 'Wendy Kristine Adams', 'Wendy K. Adams', 'W. Adams']","Wendy Kristine Adams","Adams","Wendy","Asian","Female",NA,"",4,157,4,3,31.5355977081509,"[2005.0, 2010.0]",6,6.54166666666667,6,10.7863849765258,4595,31.5355977081509,19,29,2010,2005,0,71,162045,66.3118591635967,62607,86.9845242946122,120717,74.9037446051242,128273,73.3328898239545,41910,91.2873275510798,160162,66.7033254887612,215401,55.2194124055117
"29",5001962249,5001962249,"Alan Van Heuvelen","","['A. Van Heuvelen', 'Alan Van Heuvelen']","Alan Van Heuvelen","Heuvelen","Alan","White","Male",NA,"",2,48,2,2,14.0180623622247,"[2006.0, 2009.0]",4,6,4,11.75,2914,14.0180623622247,19,28,2009,2006,0,62,177096,63.1828311975585,92559,80.7576526157352,120717,74.9037446051242,131273,72.7092047599644,94145,80.4279311119057,149691,68.8801942571079,215401,55.2194124055117
"30",5030202163,5030202163,"Kathy Perkins","","['Kathy Perkins', 'K. K. Perkins']","Kathy Perkins","Perkins","Kathy","Unknown","Female",NA,"",11,260,10,8,44.6300319235903,"[2005.0, 2015.0]",11,2.14876033057851,3,12,432,5.49587349251679,6,6,2010,2008,0,12,335934,30.1612017995393,257639,46.4383424945739,267730,44.3404738343326,257343,46.4998794208876,157598,67.2363683234514,146398,69.5647925623477,215401,55.2194124055117
"31",5009753154,5009753154,"Bruce Sherwood","","['Bruce A. Sherwood', 'B. Sherwood', 'B. A. Sherwood', 'Bruce Arne Sherwood', 'Bruce Sherwood']","Bruce Arne Sherwood","Sherwood","Bruce","White","Male",NA,"",11,124,5,2,18.5250338563971,"[1966.0, 2009.0]",44,0.256198347107438,44,0.428099173553719,2072,18.5250338563971,18,29,2009,1966,0,110,114498,76.1966437427756,119146,75.2303476836337,128205,73.3470266854049,128273,73.3328898239545,74719,84.4664997962629,460867,4.18825309971477,215401,55.2194124055117
"32",5017172922,5017172922,"Ruth Chabay","","['Ruth Chabay', 'Ruth W. Chabay', 'R. W. Chabay', 'R. Chabay', 'Ruth Wright Chabay']","Ruth Wright Chabay","Chabay","Ruth","Black or African American","Female",NA,"",3,101,2,2,26.4689289410948,"[2006.0, 2009.0]",4,8.41666666666667,4,8.105,1621,26.4689289410948,16,20,2009,2006,0,50,200369,58.3444903661447,139904,70.9148628308649,144649,69.9284009546539,159633,66.8133019550448,51802,89.2308300000832,194288,59.6086999908526,215401,55.2194124055117
"33",5033200742,5033200742,"Andrea A. diSessa","0000-0002-5060-9119","['A. A. DiSessa', 'Andrea A. Disessa', 'Andrea DiSessa', 'Andrea diSessa', 'A. A diSessa', 'A. diSessa']","Andrea A. Disessa","Disessa","Andrea","Asian","Female",NA,"0000-0002-5060-9119",1,5,1,0,0,"[2008.0, 2008.0]",1,5,1,119.8203125,15337,0,44,71,2008,2008,0.5,128,98991,79.4204718385404,16301,96.6113111523205,27998,94.1795630878232,59467,87.6373146615885,236550,50.8226405994029,6387,98.6723823937864,197820,58.874414775515
"34",5000393220,5000393220,"David Vanderbilt","0000-0002-2465-9091","['David Vanderbilt', 'D. Vanderbilt']","David Vanderbilt","Vanderbilt","David","Black or African American","Male",NA,"0000-0002-2465-9091",255,14775,37,172,252.273822562325,"[1979.0, 2020.0]",42,1.37955182072829,42,3.3838615832185,88400,246.868951510928,114,321,2020,1979,2.84,622,8193,98.2969239852644,969,99.7987576193525,1653,99.6565574247628,5724,98.8102167929282,330,99.9316025379824,293591,38.9641006877167,95422,80.1624491696673
"35",5014197394,5014197394,"Jagadeesh S. Moodera","0000-0002-2480-1211","['J.S Moodera', 'Jagadeesh Moodera', 'Jagadeesh S. Moodera', 'J. Moodera', 'J. S. Moodera']","Jagadeesh S. Moodera","Moodera","Jagadeesh","Asian","Unknown",NA,"0000-0002-2480-1211",77,1798,11,39,82.517448399291,"[1984.0, 2019.0]",36,0.648629148629149,36,1.32483266398929,19793,78.3353506631248,60,145,2019,1984,3.20588235294118,415,18337,96.1880368888926,11811,97.5447597980924,12476,97.4065096089079,23191,95.1789144553566,8569,98.2187554572443,385676,19.820087648541,82836,82.779015908127
"36",5048652080,5048652080,"Max A. Metlitski","","['M. A. METLITSKI', 'M A Metlitski', 'Max A. Metlitski', 'Max Metlitski', 'MAX. A. METLITSKI']","MAX. A. METLITSKI","METLITSKI","MAX.","Hispanic or Latino","Unknown",NA,"",27,1354,18,21,144.297782632193,"[2003.0, 2018.0]",16,3.13425925925926,16,2.89044117647059,3931,140.41884846176,30,42,2018,2003,9.77777777777778,85,142292,70.4184095199288,72172,84.9960084155905,62639,86.9778716539296,97886,79.6501958371101,1743,99.6378468728431,310826,35.3810299950937,15354,96.8081877375201
"37",5110810326,5110810326,"A. Gilbert","","['A. Gilbert', 'Adam Gilbert']","Adam Gilbert","Gilbert","Adam","Unknown","Male",NA,"",0,0,0,0,0,"[]",0,0,7,4.70178571428571,2633,8.9674111431915,0,0,2020,2014,0.2,80,148949,69.0344523629348,100237,79.1614346419632,419232,12.8439623127905,402209,16.3829592608916,125242,73.9630196336058,258354,46.289697554323,212481,55.8264658677954
"38",5011856527,5011856527,"Rahul Nandkishore","0000-0001-5703-6758","['R. Nandkishore', 'Rahul Mahajan Nandkishore', 'R. M. Nandkishore', 'Rahul Nandkishore', 'Rahul M. Nandkishore']","Rahul Mahajan Nandkishore","Nandkishore","Rahul","Asian","Male",NA,"0000-0001-5703-6758",67,2051,21,41,112.653239925535,"[2010.0, 2020.0]",11,2.78290366350068,11,3.94663048394392,8726,113.983262002624,47,88,2020,2010,5.81578947368421,201,58494,87.8395965173426,32162,93.3138882190049,23819,95.0483563819614,46159,90.4039816054485,3192,99.3366069869359,278079,42.1889682585881,37510,92.2020656449319
"39",5001536933,5001536933,"D. J. Wineland","0000-0002-9770-5220","['D. J. Wineland', 'David J. Wineland', 'David Jeffrey Wineland', 'David Wineland', 'D. J Wineland', 'D. Wineland']","David Jeffrey Wineland","Wineland","David","Asian","Male",NA,"0000-0002-9770-5220",96,7067,46,84,291.888566088214,"[1972.0, 2020.0]",49,1.50233843537415,49,1.56919441460795,36523,249.963224192815,87,167,2020,1972,3.4,475,14196,97.0489301722202,5094,98.9411906563662,4262,99.1141593141128,18437,96.1672473867596,311,99.9355525433877,370318,23.0129393861276,77907,83.8037304682628
"40",5045721355,5045721355,"A. Ashkin","","['A. A. Ashkin', 'A‐ Ashkin', 'Arthur Ashkin', 'A. Ashkin']","Arthur Ashkin","Ashkin","Arthur","White","Male",NA,"",19,1141,16,14,146.420155616931,"[1951.0, 1986.0]",36,1.66812865497076,36,6.93223905723906,32942,146.891883124518,56,87,1986,1951,0,132,95810,80.0817859013912,5947,98.7638562031717,15039,96.873674669239,46837,90.2630287809868,1503,99.6877416779623,213705,55.5720023616874,215401,55.2194124055117
"41",5113882750,5113882750,"David Pines","","['David E. Pines', 'D. Pines', 'David Pines', 'David el Hierro Pinés']","David el Hierro Pinés","Pinés","David","Hispanic or Latino","Male",NA,"",96,5576,44,70,246.08452082565,"[1950.0, 2015.0]",66,0.880050505050505,66,1.00886275886276,34491,244.419161475409,0,0,2015,1950,0,518,11881,97.5302071465992,5583,98.8395299909358,419232,12.8439623127905,402209,16.3829592608916,338,99.9299393778118,407612,15.2597024606455,215401,55.2194124055117
"42",5013346965,5013346965,"T. H. Geballe","","['Theodore Geballe', 'T. Geballe', 'T.H Geballe', 'Theodore H. Geballe', 'T. H. Geballe']","Theodore H. Geballe","Geballe","Theodore","White","Male",NA,"",140,2786,14,87,89.7623890087801,"[1954.0, 2016.0]",63,0.315873015873016,63,0.703818103818104,16406,80.3478675544489,68,204,2016,1954,4,370,22661,95.2890988166616,14982,96.8855246854548,8800,98.1707317073171,13302,97.2347883212893,8036,98.3295635036132,435362,9.49061561873716,62377,87.0323401495181
"43",5112509340,5112509340,"Anthony J. Leggett","","['Anthony Leggett', 'Anthony James Leggett', 'Anthony J. Leggett']","Anthony James Leggett","Leggett","Anthony","Black or African American","Male",NA,"",67,6075,30,44,268.387402018109,"[1965.0, 2019.0]",55,1.64857530529172,55,0.958958001063264,9019,187.068716276647,0,0,2019,1965,0,171,71841,85.0648216676507,30861,93.5843596417553,419232,12.8439623127905,402209,16.3829592608916,753,99.8436629439598,413641,14.0063033770467,215401,55.2194124055117
"44",5065382176,5065382176,"Robert C. Richardson","0000-0002-3850-3709","['Robert Coleman Richardson', 'Robert.C. Richardson', 'R. C. Richardson', 'Robert C. Richardson', 'R. Richardson', 'Robert Richardson']","Robert Coleman Richardson","Richardson","Robert","Black or African American","Male",NA,"0000-0002-3850-3709",32,821,19,24,81.4711641576453,"[1965.0, 1997.0]",33,0.777462121212121,33,0.859387071851661,10011,80.1530230376705,51,114,1997,1965,1.82352941176471,353,24646,94.8764271993214,27410,94.3018053603652,19278,95.992407673821,32931,93.1540169476021,8090,98.3183371724614,421789,12.3123747432496,134996,71.9352115955527
"45",5032954061,5032954061,"Immanuel Bloch","0000-0002-0679-4759","['Immanuel Bloch', 'Immanuel Felix Bloch', 'I. Bloch', 'Immanuel F Bloch']","Immanuel Felix Bloch","Bloch","Immanuel","Black or African American","Male",NA,"0000-0002-0679-4759",70,7645,43,63,321.700964667973,"[1997.0, 2020.0]",24,4.55059523809524,24,5.40434272300469,55254,325.616059104879,97,181,2020,1997,7.82456140350877,426,17456,96.3711924026843,2639,99.4515729337314,2966,99.3835912617565,16165,96.6395848752214,110,99.977339442675,242336,49.6197600059874,22733,95.2741303751258
"46",5053662519,5053662519,"Shinsei Ryu","0000-0002-1494-1253","['Shinsei Ryu', 'S. Ryu', 'S. Y. RYU', 'Ryu Shinsei']","Shinsei Ryu","Ryu","Shinsei","Asian","Unknown",NA,"0000-0002-1494-1253",100,5147,27,63,171.902664779443,"[1992.0, 2020.0]",29,1.7748275862069,20,3.73135313531353,22612,172.906147629502,59,138,2020,2001,5.625,303,31974,93.352972483015,9890,97.9441261340674,13059,97.2853068114725,24991,94.8047034169626,948,99.8031234148005,283451,41.0721562040032,39291,91.8318046119432
"47",5019498924,5019498924,"Daniel C. Mattis","","['D. C. Mattis', 'D. Mattis', 'D.C Mattis', 'Daniel C. Mattis', 'Daniel Charles Mattis', 'Daniel Mattis']","Daniel Charles Mattis","Mattis","Daniel","Black or African American","Male",NA,"",87,1505,16,22,61.7505603397154,"[1957.0, 2007.0]",51,0.339193148523777,51,1.12814629397858,16225,61.7194470372496,43,102,2007,1957,0,282,35901,92.536568734252,15200,96.8402035708049,29567,93.8533757993564,38258,92.0465601689771,14381,97.0104695932742,398940,17.0625680856195,215401,55.2194124055117
"48",5065234398,5065234398,"J. R. Schrieffer","","['J. R. Schrieffer', 'J. Robert Schrieffer', 'J. Schrieffer', 'J. R. Schrieffer J. R. Schrieffer', 'J.R Schrieffer']","J. R. Schrieffer J. R. Schrieffer","Schrieffer","J.","White","Unknown",NA,"",81,10878,39,56,423.718483589631,"[1955.0, 2002.0]",48,2.79783950617284,48,3.30924036281179,46700,427.095925295388,64,122,2002,1955,0,294,33601,93.014727283311,3502,99.2721595303236,10397,97.838723358253,29874,93.789552027808,29,99.9941789394028,296041,38.4547578854582,215401,55.2194124055117
